Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Share_NA,Share_EU,Share_JP,decade_cohort
8575,Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8576,Our House,DS,2009.0,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8577,SimEarth: The Living Planet,SNES,1991.0,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8578,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8579,Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,Capcom,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8580,NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,0.16,0.5625,0.3125,0.0,2010
8581,The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8582,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,1990
8583,Fighters Destiny,N64,1998.0,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,1990
8584,Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,1990
8585,The Powerpuff Girls: Chemical X-Traction,N64,2001.0,Action,BAM! Entertainment,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,0.16,0.0,0.0,0.75,2000
8587,Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,Ubisoft,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8588,Hydro Thunder,N64,2000.0,Racing,Midway Games,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8589,Space Invaders,N64,1999.0,Shooter,Activision,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,1990
8590,Starcraft 64,N64,2000.0,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8591,Destruction Derby 64,N64,1999.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,1990
8592,Buck Bumble,N64,1998.0,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,1990
8593,California Speed,N64,1999.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,1990
8594,Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16,0.16,0.0,0.0,0.75,1990
8595,Culdcept SAGA,X360,2006.0,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,0.16,0.75,0.0,0.1875,2000
8596,Take A Break's: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16,0.16,0.0,0.9375,0.0,2000
8597,Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,0.16000000000000003,0.31249999999999994,0.12499999999999997,0.4999999999999999,2010
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8599,Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,0.16,0.5,0.1875,0.1875,2000
8600,The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,0.16,0.0,0.9375,0.0,2010
8601,Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8602,Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8603,Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01,0.16,0.16,0.6875,0.25,0.0,2000
8604,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8605,Rapala Pro Fishing,XB,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8606,TimeShift,PS3,2007.0,Shooter,Vivendi Games,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8607,Blitz: The League,X360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8608,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8609,MotionSports: Adrenaline,PS3,2011.0,Sports,Ubisoft,0.08,0.06,0.0,0.03,0.16,0.17,0.47058823529411764,0.3529411764705882,0.0,2010
8610,Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8611,Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,0.15,0.2,0.06666666666666667,0.7333333333333334,2000
8612,Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.04,0.16,0.16,0.0,0.625,0.125,2010
8613,Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8614,Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,Sony Computer Entertainment,0.06,0.05,0.02,0.03,0.16,0.16,0.375,0.3125,0.125,2010
8615,SpongeBob's Truth or Square,DS,2009.0,Action,THQ,0.08,0.07,0.0,0.01,0.16,0.16000000000000003,0.4999999999999999,0.43749999999999994,0.0,2000
8616,Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8617,Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,0.0,0.16,0.16,1.0,0.0,0.0,2000
8618,Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,0.16,0.43750000000000006,0.43750000000000006,0.0,2010
8619,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8620,Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,0.16000000000000003,0.6249999999999999,0.31249999999999994,0.0,2010
8621,MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8622,Vegas Party,Wii,,Misc,Unknown,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,
8623,Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,0.16,0.8125,0.125,0.0,2000
8624,Family Party: 30 Great Games Outdoor Fun,Wii,2009.0,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8625,FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8627,FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8628,Burger Island,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8629,Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.16,0.15000000000000002,0.5999999999999999,0.3333333333333333,0.0,2010
8630,NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,2000
8631,Tak and the Guardians of Gross,Wii,2008.0,Action,THQ,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8632,Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.01,0.16,0.16,0.8125,0.125,0.0,2010
8633,LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.14,0.0,0.02,0.16,0.16,0.0,0.8750000000000001,0.0,2010
8634,Dengeki Bunko Fighting Climax,PS3,2014.0,Fighting,Sega,0.05,0.0,0.09,0.01,0.16,0.15000000000000002,0.3333333333333333,0.0,0.5999999999999999,2010
8635,J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,2000
8636,Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8637,Chessmaster: The Art of Learning,DS,2007.0,Misc,Ubisoft,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8638,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,0.16,0.6875,0.125,0.125,2010
8639,LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.04,0.16,0.15,0.13333333333333333,0.6,0.0,2010
8640,Konami Krazy Racers,GBA,2001.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,0.16,0.5625,0.1875,0.25,2000
8641,Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8642,Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16,0.16,0.6875,0.1875,0.0,2000
8643,F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8644,Racing Lagoon,PS,1999.0,Racing,Square,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,1990
8645,Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2010
8646,Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.0,1.0,2000
8647,Just Sing!,DS,2009.0,Misc,DTP Entertainment,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8648,Darksiders II,WiiU,2012.0,Action,THQ,0.07,0.07,0.0,0.01,0.16,0.15000000000000002,0.4666666666666666,0.4666666666666666,0.0,2010
8649,Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8650,Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,0.1,0.04,0.0,0.01,0.16,0.15000000000000002,0.6666666666666666,0.2666666666666666,0.0,2010
8651,Imagine: Ice Champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8652,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,Sega,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8653,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8654,Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,0.16,0.0,0.8125,0.0,2010
8655,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,505 Games,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8656,Rio,PS3,2011.0,Misc,THQ,0.04,0.09,0.0,0.03,0.16,0.16,0.25,0.5625,0.0,2010
8657,Power Rangers Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8658,Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16,0.16000000000000003,0.24999999999999994,0.18749999999999994,0.4999999999999999,2010
8659,Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8660,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,1990
8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8662,FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8663,Saw II: Flesh & Blood,X360,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.16,0.15000000000000002,0.6666666666666666,0.2666666666666666,0.0,2010
8664,Psychic Force,PS,1996.0,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,0.16,0.0625,0.0625,0.8125,1990
8665,Trigger Man,PS2,2004.0,Shooter,Play It,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8666,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,0.15000000000000002,0.8666666666666666,0.0,0.06666666666666665,2000
8667,Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.16,0.16,0.6875,0.1875,0.0,2010
8668,The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8669,StarBlade α,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,1990
8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8671,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,0.15,0.8,0.2,0.0,2000
8672,Monster House,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8673,Angry Birds Star Wars,XOne,2013.0,Strategy,Activision,0.11,0.04,0.0,0.01,0.16,0.16,0.6875,0.25,0.0,2010
8674,Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8675,Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16,0.16,0.625,0.0,0.25,2010
8676,Arcade Zone,Wii,2009.0,Misc,Activision,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8677,SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2010
8678,7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.03,0.0,0.12,0.0,0.16,0.15,0.2,0.0,0.8,2010
8679,DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16,0.16,0.0,0.8125,0.0,2010
8680,Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8681,Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.04,0.0,0.01,0.16,0.16,0.6875,0.25,0.0,2010
8682,Rudolph the Red-Nosed Reindeer,DS,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8683,WWE '13,Wii,2012.0,Action,THQ,0.12,0.02,0.0,0.01,0.16,0.15,0.8,0.13333333333333333,0.0,2010
8684,MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,THQ,0.11,0.04,0.0,0.0,0.16,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8685,Halo Triple Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8686,Street Racer,PS,1996.0,Racing,Ubisoft,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8687,Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16,0.16000000000000003,0.6249999999999999,0.12499999999999997,0.18749999999999994,2000
8688,NBA 2K3,GC,2002.0,Sports,Sega,0.12,0.03,0.0,0.0,0.16,0.15,0.8,0.2,0.0,2000
8689,Arcana Heart,PS2,2007.0,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,0.16999999999999998,0.35294117647058826,0.2941176470588236,0.23529411764705885,2000
8690,NHL 2005,XB,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8691,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8692,Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8693,Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8694,The Walking Dead: Season One,XOne,2014.0,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,0.15000000000000002,0.5333333333333332,0.3999999999999999,0.0,2010
8695,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8696,Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16,0.15000000000000002,0.8666666666666666,0.06666666666666665,0.0,2000
8697,Block Party,Wii,2008.0,Misc,Activision,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8698,Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8699,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8700,Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.03,0.16,0.16,0.1875,0.625,0.0,2010
8701,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.16,0.15,0.46666666666666673,0.4,0.0,2010
8702,The Idolm@ster 2,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8703,Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8704,Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8705,AC/DC LIVE: Rock Band Track Pack,PS2,2008.0,Misc,MTV Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8706,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action,Marvelous Interactive,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8707,Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8708,Fist of the North Star: Ken's Rage,X360,2010.0,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,0.16000000000000003,0.43749999999999994,0.12499999999999997,0.3749999999999999,2010
8709,Jurassic Park: The Game,X360,,Action,Unknown,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,
8710,He-Man: Power of Grayskull,GBA,2002.0,Action,TDK Mediactive,0.11,0.04,0.0,0.0,0.16,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8711,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16,0.15000000000000002,0.8666666666666666,0.06666666666666665,0.0,2000
8712,Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.02,0.16,0.15,0.4,0.46666666666666673,0.0,2010
8713,Polaris SnoCross,PS,2000.0,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,2000
8714,Wing Commander III: Heart of the Tiger,PS,1996.0,Action,Electronic Arts,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8715,Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,0.05,0.09,0.0,0.02,0.16,0.16,0.3125,0.5625,0.0,2010
8716,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2010
8717,Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,Activision,0.11,0.04,0.0,0.0,0.16,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8718,Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,0.16,0.5625,0.375,0.0,1990
8719,Namco Museum Vol.5,PS,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,0.16,0.125,0.0625,0.75,1990
8720,Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15,0.16,0.5625,0.375,0.0,1990
8721,Bleach: Dark Souls,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,0.15,0.8,0.13333333333333333,0.0,2000
8722,The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.15,0.0,0.0,0.01,0.15,0.16,0.9375,0.0,0.0,2010
8723,Digimon Battle Spirit 2,GBA,2003.0,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15,0.15,0.7333333333333334,0.26666666666666666,0.0,2000
8724,Winning Post 3,PS,1998.0,Racing,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,0.15000000000000002,0.0,0.0,0.9333333333333332,1990
8725,FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,0.15000000000000002,0.7333333333333333,0.1333333333333333,0.06666666666666665,2000
8726,Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,0.16,0.5,0.375,0.0,2000
8727,F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,0.15,0.26666666666666666,0.5333333333333333,0.0,2010
8728,de Blob 2,X360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15,0.15000000000000002,0.6666666666666666,0.2666666666666666,0.0,2010
8729,"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,0.16,0.5,0.375,0.0,2000
8730,Hot Wheels: Battle Force 5,DS,2009.0,Racing,Activision,0.13,0.02,0.0,0.01,0.15,0.16,0.8125,0.125,0.0,2000
8731,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15,0.16,0.43750000000000006,0.43750000000000006,0.0,2010
8732,Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.05,0.0,0.02,0.15,0.15,0.5333333333333333,0.33333333333333337,0.0,2010
8733,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8734,MTV Music Generator 2,PS2,2001.0,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,0.16,0.5,0.375,0.0,2000
8735,The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.14,0.01,0.0,0.01,0.15,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8736,Chaotic: Shadow Warriors,X360,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8737,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,0.15000000000000002,0.7999999999999998,0.06666666666666665,0.06666666666666665,2000
8738,Burnout 2: Point of Impact,GC,2003.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,0.15,0.8,0.2,0.0,2000
8739,Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,0.16,0.5,0.375,0.0,2000
8740,All-Pro Football 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8741,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,1.0,2000
8742,Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,0.16,0.5,0.375,0.0,2000
8743,Blinx 2: Masters of Time & Space,XB,2004.0,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,0.16,0.75,0.1875,0.0,2000
8744,Stormrise,X360,2009.0,Strategy,Sega,0.11,0.03,0.0,0.01,0.15,0.15000000000000002,0.7333333333333333,0.19999999999999996,0.0,2000
8745,NHL 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,0.15000000000000002,0.8666666666666666,0.06666666666666665,0.0,2000
8746,FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.06,0.0,0.03,0.15,0.16,0.43750000000000006,0.375,0.0,2000
8747,Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,0.15,0.8,0.2,0.0,2000
